Title ISBN|ISBN|Title|[N] Title|[G] Title|Author|[N] Author|[G] Author|[N] Subjects|[G] Subjects|[N] Abstract|[N] Notes|[N] Physical Description|[G] Page Count|Item DDC Code|Item Media|Title Publication Date|[G] Published Date|[N] Cover URL|[G] Cover URL
9781526667700|9781526667700.0|The Rest Is History: The Official Book From The Makers Of The Hit Podcast|The rest is history : history's most curious questions answered / Goalhanger Podcasts with Tom Holland & Dominic Sandbrook and Iain Hollingshead ; illustrations by Adam Doughty.|The Rest is History|Podcasts, Goalhanger|Holland, Tom|Goalhanger Podcasts, Tom Holland, Dominic Sandbrook|Nonfiction., History., Electronic books., Sandbrook, Dominic, author., Hollingshead, Iain, author., Doughty, Adam, illustrator.|History|Make room Herodotus, stand down Bede, pipe down Pepys . . . There's a new history book in town.  From the chart-topping podcast  The Rest is History , a whistle-stop tour through the past – from Alexander the Great to Tolkien, the Wars of the Roses to Watergate. The nation's favourite historians Tom Holland and Dominic Sandbrook take on the most curious moments in history, answering the questions we didn't even think to ask:  - Did the Trojan War actually happen? - What was the most disastrous party in history? - Was Richard Nixon more like Caligula or Claudius? - How did a hair appointment almost blow Churchill's cover? - Why did the Nazis believe they were descended from Atlantis?  Whether it is sending historical figures to Casa Amor in a series of Love Island, ranking history's most famous eunuchs and pigeons (including Winkie, the unsung hero of the Second World War), or debating the meaning of greatness, there is nothing too big or too small for Tom and Dominic to unpick. So run your Egyptian milk bath, strap up your best Spartan sandals, and prepare for a journey down the highways and byways of the human past. . .||1 online resource||909|ebook - ebook|10/26/2023|2023-10-26|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781526667700?s=MD|http://books.google.com/books/content?id=L6i-EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781624160905|9781624160905.0|Watchman Nee: Sufferer For China|Watchman Nee : sufferer for China / Bob Laurent.|Watchman Nee|Laurent, Bob|Laurent, Bob|Bob Laurent|Nee, Watchman., Local Church Biography., Nonfiction., Evangelists China Biography., Biography & Autobiography., Electronic books.|Biography & Autobiography|For challenge and encouragement in your Christian life, read the life stories of the Heroes of the Faith. The novelized biographies of this series are inspiring and easy-to-read, ideal for Christians of any age or background. In Watchman Nee, you'll get to know the twentieth-century Chinese spiritual leader who spent almost a third of his life imprisoned by the Communists for his service to Jesus Christ. Appropriate for readers from junior high through adult, helpful for believers of any background, these biographies encourage greater Christian commitment through the example of heroes like Watchman Nee.||1 online resource||Missing Value|ebook - ebook|05/01/2013|2013-05-01|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781624160905?s=MD|http://books.google.com/books/content?id=itYfq5OJt-IC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781680991567|9781680991567.0|Air Plant Care And Design: Tips And Creative Ideas For The World'S Easiest Plants|Air plant care and design : Tips and Creative Ideas for the World's Easiest Plants. Ryan Lesseig.|Air Plant Care and Design|Lesseig, Ryan|Lesseig, Ryan.|Ryan Lesseig, Meriel Lesseig|Nonfiction., Epiphytes., Tillandsia., Gardening., Electronic books.|Gardening|Air plants, also known as tillandsias, are some of the easiest plants to grow, which helps explain why they're popping up in stores across the country and appearing in magazines, on blogs, and all over Pinterest. The amazing thing about air plants is that they use their roots to anchor themselves to an object, which allows them to grow in a variety of locations naturally. This flexibility of growth makes air plants ideal for decoration of home and office.While air plants are known for being easy to grow, they still do need attention to survive and live a healthy life. If taken care of, tillandsias will live for several years and will even provide �pups for additional years of enjoyment! Authors Meriel and Ryan Lesseig are air plant enthusiasts who turned their passion into profit with Air Plant Design Studio, an e-commerce site that sells all things air plants. Here they share tips for properly caring for air plants as well as inspiration and instruction for a myriad of ways to use air plants to enhance your space or event, including air plant wedding bouquets, wall art, terrariums, wreaths, and more.Air plants can enhance the design of any space, big or small. This beautiful, inspiring and practical guide is the perfect introduction to the wacky, hip, gorgeous world of air plants.||1 online resource||635.93422|ebook - ebook|08/16/2016|2016-08-16|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781680991567?s=MD|http://books.google.com/books/content?id=czGCDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781743213247|9781743213247.0|Argentina Travel Guide|Argentina : Lonely Planet||Planet, Lonely|||Nonfiction., Travel., Electronic books., Electronic book||'Lonely Planet guides are, quite simply, like no other'. New York TimesThe ultimate, most comprehensive guide to travelling in Argentina includes up-to-date reviews of the best places to stay, eat, sights, cultural information, maps, transport tips and a few best kept secrets &#8211; all the essentials to get to the heart of Argentina.This guide is the result of over 261 days (and nights) of research by five dedicated authors and local experts who immersed themselves in Argentina, finding unique experiences, and sharing practical and honest advice, so you come away informed and amazed.Regions covered: Argentina, Buenos Aires, Bariloche, the Lake District, C&#243;rdoba, the Central Sierras, Iguaz&#250; Falls, the Northeast, Mendoza, the Central Andes, The Pampas, the Atlantic Coast, Salta, the Andean Northwest, Tierra del Fuego, the Falkland Islands, Patagonia, Chilean Patagonia, Uruguay, MontevideoInside Lonely Planet Argentina:&#8226; Full color styling and images&#8226; Clear,...||1 online resource||918.2|ebook - ebook|09/10/2012||https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781743213247?s=MD|
9781547846696|9781547846696.0|Cats|Life cats. The Editors of LIFE.|LIFE Cats|The Editors of LIFE||The Editors of LIFE, J. I. Baker|Nonfiction., Cats., Cats Pictorial works., Cats., Nature., Pets., Electronic books., Pictorial works.|PETS|Cats, the new special edition from LIFE, takes an in-depth look at the world's most popular pet, the only domesticated animal that remains almost as wild as its ancient ancestors, which might explain why they rarely do what we want them to do or as we expect them to do. Cats looks at the history of the house cat, secrets of cat behavior, and what you've always wondered: what exactly do cats do all day long when we're away at work or at school? Plus, the historic animosity between cats and dogs-how much is true, how much is manufactured? We also look at miracle cats, adoption success stories, and this special edition features lots of great pictures of (what else?) cats.||1 online resource||636.8|ebook - ebook|02/15/2019||https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781547846696?s=MD|
9781101148723|9781101148723.0|D-Day: The Battle For Normandy|D-day : The Battle for Normandy. Antony Beevor.|D-Day|Beevor, Antony|Beevor, Antony.|Antony Beevor|Nonfiction., History., Electronic books.|History|Glorious, horrifying...D-Day is a vibrant work of history that honors the sacrifice of tens of thousands of men and women.-TimeRenowned historian Antony Beevor, the man who single-handedly transformed the reputation of military history (The Guardian) presents the first major account in more than twenty years of the Normandy invasion and the liberation of Paris. This is the first book to describe not only the experiences of the American, British, Canadian, and German soldiers, but also the terrible suffering of the French caught up in the fighting. Beevor draws upon his research in more than thirty archives in six countries, going back to original accounts and interviews conducted by combat historians just after the action. D-Day is the consummate account of the invasion and the ferocious offensive that led to Paris's liberation.Beevor's Ardennes 1944: The Battle of the Bulge is coming from Viking Books on November 3, 2015.From the Hardcover edition.||1 online resource||Missing Value|ebook - ebook|10/13/2009|2009-10-13|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781101148723?s=MD|http://books.google.com/books/content?id=G87TWxGRMscC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781743212882|9781743212882.0|Finland Travel Guide|Finland travel guide Lonely Planet.||Planet, Lonely|Lonely Planet Publications (Firm)||Electronic books., Nonfiction., Travel., Electronic book||Lonely Planet guides are, quite simply, like no other'. New York TimesThe ultimate, most comprehensive guide to travelling in Finland includes up-to-date reviews of the best places to stay, eat, sights, cultural information, maps, transport tips and a few best kept secrets &#8211; all the essentials to get to the heart of Finland.This guide is the result of three months of research by two dedicated authors and local experts who immersed themselves in Finland, finding unique experiences, and sharing practical and honest advice, so you come away informed and amazed.Regions covered: Helsinki, Tuku &amp; the South Coast, Aland Archipelago, Tampere &amp; Hame, the Lakeland, Karelia, West Coast, Oulu, Kainuu &amp; Koillismaa, LaplandInside Lonely Planet Finland:&#8226; Full color styling and images&#8226; Clear, easy-to-read color maps&#8226; A brilliant new page layout for fast and hassle-free reading while on the go&#8226; Itineraries organized by region or length of trip&#8226; Up-to-date...|Title from eBook information screen.|||914.8970434|ebook - ebook|08/03/2012||https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781743212882?s=MD|
9781101190012|9781101190012.0|For All The Tea In China: How England Stole The World'S Favorite Drink And Changed History|For all the tea in china How England Stole the World's Favorite Drink and Changed History. Sarah Rose.|For All the Tea in China|Rose, Sarah|Rose, Sarah.|Sarah Rose|Electronic books., Nonfiction., History., Electronic book|History|If ever there was a book to read in the company of a nice cuppa, this is it. -The Washington Post In the dramatic story of one of the greatest acts of corporate espionage ever committed, Sarah Rose recounts the fascinating, unlikely circumstances surrounding a turning point in economic history. By the middle of the nineteenth century, the British East India Company faced the loss of its monopoly on the fantastically lucrative tea trade with China, forcing it to make the drastic decision of sending Scottish botanist Robert Fortune to steal the crop from deep within China and bring it back to British plantations in India. Fortune's danger-filled odyssey, magnificently recounted here, reads like adventure fiction, revealing a long-forgotten chapter of the past and the wondrous origins of a seemingly ordinary beverage.||||382.4137209|ebook - ebook|03/18/2010|2010-03-18|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781101190012?s=MD|http://books.google.com/books/content?id=C8SBbECvbRUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781250219459|9781250219459.0|Kissinger On Kissinger: Reflections On Diplomacy, Grand Strategy, And Leadership|Kissinger on Kissinger : reflections on diplomacy, grand strategy, and leadership / [compiled by] Winston Lord.|Kissinger on Kissinger|Lord, Winston|Lord, Winston.|Winston Lord|Kissinger, Henry, 1923- Interviews., Nonfiction., International relations., Leadership., Diplomacy., Statesmen United States Interviews., Biography & Autobiography., Politics., United States Foreign relations 1969-1974., Electronic books., Lord, Winston, compiler.|Political Science|In a series of riveting interviews, America's senior statesman discusses the challenges of directing foreign policy during times of great global tension.As National Security Advisor to Richard Nixon, Henry Kissinger transformed America's approach to diplomacy with China, the USSR, Vietnam, and the Middle East, laying the foundations for geopolitics as we know them today.Nearly fifty years later, escalating tensions between the US, China, and Russia are threatening a swift return to the same diplomatic game of tug-of-war that Kissinger played so masterfully. Kissinger on Kissinger is a series of faithfully transcribed interviews conducted by the elder statesman's longtime associate, Winston Lord, which captures Kissinger's thoughts on the specific challenges that he faced during his tenure as NSA, his general advice on leadership and international relations, and stunning portraits of the larger-than-life world leaders of the era. The result is a frank and well-informed overview of US foreign policy in the first half of the 70s-essential reading for anyone hoping to understand tomorrow's global challenges.||1 online resource||Missing Value|ebook - ebook|05/14/2019|2019-05-14|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781250219459?s=MD|http://books.google.com/books/content?id=xI1xDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781743602256|9781743602256.0|New Zealand Travel Guide|New zealand travel guide Planet Lonely.||Planet, Lonely|Lonely Planet Publications (Firm)||Nonfiction., Travel., Electronic books., Electronic book||Lonely Planet New Zealand is your passport to the most relevant, up-to-date advice on what to see and skip, and what hidden discoveries await you. Experience Maori culture, be wowed by beautiful glaciers or hike through gorgeous scenery; all with your trusted travel companion. Get to the heart of New Zealand and begin your journey now!Inside Lonely Planet's New Zealand Travel Guide:Colour maps and images throughoutHighlights and itineraries help you tailor your trip to your personal needs and interestsInsider tips to save time and money and get around like a local, avoiding crowds and trouble spotsEssential info at your fingertips - hours of operation, phone numbers, websites, transit tips, pricesHonest reviews for all budgets - eating, sleeping, sight-seeing, going out, shopping, hidden gems that most guidebooks missCultural insights give you a richer, more rewarding travel experience – Maori culture, history, cuisine, arts, music, landscape,...||1 online resource||Missing Value|ebook - ebook|09/08/2014||https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781743602256?s=MD|
9781742206981|9781742206981.0|Thailand Travel Guide|Thailand travel guide Lonely Planet.||Planet, Lonely|Lonely Planet Publications (Firm)||Electronic books., Nonfiction., Travel., Electronic book||'Lonely Planet guides are, quite simply, like no other'. New York TimesFriendly and fun-loving, exotic and tropical, cultured and historic, Thailand beams with a lustrous hue from its gaudy temples and golden beaches to the ever-comforting Thai smile.This eBook is Lonely Planet's latest Thailand guide book and includes:&#8226; 3219 km of coastline, over 150 temples, 37 weeks of in-depth research and 245 bowls of noodles consumed&#8226; Inspirational photos&#8226; Comprehensive planning tools&#8226; In-depth background&#8226; Easy-to-read layout&#8226; At-a-glance practical infoThis is the 30th Anniversary edition of the market-leading guide on Thailand! For this edition our authors have hunted down the fresh, the transformed, the hot and the happening, from new transport routes to get you to the beach faster, flights through the canopy in Ko Tao and stylish sleeps for all the hip new hotels in Bangkok.Inside Lonely Planet Thailand:&#8226; Full color styling and images&#8226; Clear,...||||915.930|ebook - ebook|09/10/2012||https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781742206981?s=MD|
9781984801890|9781984801890.0|The Donald J. Trump Presidential Twitter Library|The donald j. trump presidential twitter library. The Daily Show With Trevor Noah.|The Donald J. Trump Presidential Twitter Library|The Daily Show With Trevor Noah|The Daily Show With Trevor Noah.|The Daily Show With Trevor Noah|Trump, Donald, 1946- Humor., Nonfiction., Presidents United States Humor., Social media United States Humor., American wit and humor., Humor (Nonfiction)., Politics., United States Politics and government 2017- Humor., Electronic books.|Humor|NEW YORK TIMES BESTSELLERAs seen on The Daily Show, an illustrated portrait of the Donald J. Trump Twitter account, with analysis and scholarly commentary from the writers of The Daily Show and an introduction by Trevor NoahIn June 2017, just steps from Trump Tower in midtown Manhattan, The Daily Show with Trevor Noah opened The Donald J. Trump Presidential Twitter Library, a 4,000-square-foot museum space that gave the 45th president and his amazing Twitter legacy the respect they deserve. In the single weekend it was open to the public, the Library pop-up drew 7,500 visitors and had to turn away countless others.But the Presidential Twitter Library experience should not be limited to the elite coastal few. Not fair! All citizens, even the Mexican ones, should have the chance to see Donald Trump's tweets in their rightful context-organized and commented on in the fearless, hilarious, insightful voice of The Daily Show.This one-of-a-kind exhibition catalog presents the Library's complete contents, including:• The Masterpieces: In-depth critical appreciations of history's most important Trump tweets, from Very Stable Genius to Covfefe to Trump Tower Taco Bowl/I Love Hispanics!• The Greatest Battles: @realDonaldTrump's brutal Twitter campaigns against fellow Republicans, Diet Coke, women generally, and Kristen Stewart specifically• Sad! A Retrospective: a compendium of the many people, events, and twists of fate that apparently made Donald Trump feel this human emotion• Trumpstradamus: DJT's amazing 140-character predictions-none of which came true!• The Hall of Nicknames: the greatest of Trump's monikers, from Lyin' Ted to Low I.Q. Crazy Mika, accompanied by original caricature artwork• Trump vs. Trump: You're going to want to sit for this one. Donald Trump has sometimes been known to contradict himself.• Always the Best: the greatest boasts of the greatest boaster of all time, ever!Comprising hundreds of Trump tweets, and featuring a foreword by Pulitzer Prize-winning historian Jon Meacham, and even a place for readers to add their own future Trump tweet highlights-because he is making new Twitter history literally every day-The Donald J. Trump Presidential Twitter Library is a unique portrait of an artist whose masterworks will be studied by historians, grammarians, and mental health professionals for years to come.||1 online resource||973.933092|ebook - ebook|07/31/2018|2018-07-31|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781984801890?s=MD|http://books.google.com/books/content?id=SqJaDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780440339762|9780440339762.0|You Are What You Speak: Grammar Grouches, Language Laws, And The Politics Of Identity|You are what you speak : grammar grouches, language laws, and the politics of identity / Robert Lane Greene ; [foreword by John McWhorter].|You Are What You Speak|Greene, Robert Lane|Greene, Robert Lane.|Robert Lane Greene|Historical linguistics.|Language Arts & Disciplines|An international correspondent for The Economist draws on his years of experience to analyze the symbiotic relationship between language and politics, providing insight into inherent tendencies toward prejudice.||xx, 312 pages: illustrations; 22 cm||417.7|ebook - ebook|03/08/2011|2011-03-08|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780440339762?s=MD|http://books.google.com/books/content?id=lSvSIGAqXRUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781640970779|9781640970779.0|Fodor'S Essential Spain 2019|Fodor's essential spain 2019. Fodor's Travel Guides.|Fodor's Essential Spain 2019|Travel Guides, Fodor's||Fodor's Travel Guides|Nonfiction., Travel., Spain Guidebooks., Spain Description and travel., Electronic books., Guidebooks.|Travel|Written by locals, Fodor's Essential Spain 2019 is the perfect guidebook for those looking for insider tips to make the most out their visit to Madrid, Barcelona, and beyond. Complete with detailed maps and concise descriptions, this Spain travel guide will help you plan your trip with ease. Join Fodor's in exploring one of the most exciting countries in Europe.Spain remains one of the world's most popular tourist destinations for its cutting-edge cuisine and superior wine, festivals like the running of the bulls in Pamplona, world-class museums like the Museo del Prado, amazing architecture, exciting soccer league, and more. In stunning full-color, Fodor's Essential Spain 2019 puts the best the country has to offer at your fingertips.Fodor's Essential Spain 2019 includes:UP-TO-DATE COVERAGE: Updated every year, this edition of Fodor's Essential Spain offers fully updated coverage of cities, neighborhoods, must-see attractions, hotels, restaurants, nightlife, shopping, beaches, and more. Fodor's writers have scoured the country to showcase the best new hotels and restaurants at different price points and categories.ULTIMATE EXPERIENCES GUIDE: A spectacular color photo guide captures the ultimate unmissable experiences and attractions throughout Spain to inspire you.DETAILED MAPS: Full-color and full-size street maps throughout will help you plan efficiently and get around confidently.GORGEOUS PHOTOS AND ILLUSTRATED FEATURES: Full-color photos will help inspire you. Stunning, full-color illustrated features illuminate Spain's highlights: Gaudi's architecture, Spanish tapas, flamenco, the Alhambra, Basque culture, El Camino de Santiago, the Museo del Prado, and Spain's historic hotels. Food spotlights will introduce you to must-try dishes in each region and beach spotlights help you choose the best beaches.ITINERARIES AND TOP RECOMMENDATIONS: Multiple sample itineraries will help you plan and make the most of your time. Includes tips on where to eat, stay, and shop as well as information about nightlife, sports and the outdoors. Fodor's Choice designates our best picks in every category.INDISPENSABLE TRIP PLANNING TOOLS: Our recommendations for Top Museums, Architecture, Beaches, and Hiking, along with FAQs make planning simple. Convenient overviews present each region and its highlights, and chapter planning sections have savvy advice for making the most of your time and getting around by car, bus, and train. A convenient Travel Times by Train map helps you plan trips within Spain.COVERS: Madrid, Barcelona, Catalonia, Andalusia, Valencia, Bilbao, La Rioja wine country, the Basque Country, San Sebastian, Seville, Granada, Santiago de Compostela, Cordoba, Toledo, the Pyrenees, Ibiza, and more.ABOUT FODOR'S AUTHORS: Each Fodor's Travel Guide is researched and written by local experts. Fodor's has been offering expert advice for all tastes and budgets for over 80 years.Planning on visiting other destinations in Europe? Check out Fodor's Essential Italy and Fodor's Essential France.||1 online resource||914.6|ebook - ebook|12/04/2018|2018-12-04|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781640970779?s=MD|http://books.google.com/books/content?id=XwB2DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780241596708|9780241596708.0|How Politics Works: The Concepts Visually Explained|How politics works : the concepts visually explained / editors, Kathryn Hill [and 4 others] ; illustrators, Phil Gamble, Vanessa Hamilton, Mark Lloyd.|How Politics Works|DK||DK|Nonfiction., Politics., Political science., Electronic books., Illustrated works., Hill, Kathryn (Editor), editor., Gamble, Phil, illustrator., Hamilton, Vanessa, illustrator., Lloyd, Mark, illustrator.|Political Science|Discover everything you need to know about political history and thought, and the inner workings of governments around the world with this unique graphic guide.   Combining clear, jargon-free language and bold, eye-catching graphics,  How Politics Works  is a comprehensive and user-friendly guide to all aspects of politics.  Covering everything from political theory to methods of government, the eBook presents the ideas and theories of key political philosophers, leaders, movements, and activists in a uniquely visual and easy-to-understand way. Explaining political ideas on a conceptual level, entries explore how they apply to governments, movements, and trends throughout history, along with 21st-century examples such as the #MeToo movement and #BlackLivesMatter. The eBook also shows how political history is affected by economics, sociology, and the role of the media - an ever-relevant issue in the age of fake news and cancel culture, and the current distrust of the economic forces behind certain areas of the media.  With its unique graphic approach and clear, authoritative text, How Politics Works is the perfect introduction to the subject, and an ideal companion title to DK's  The Politics Book  in the Big Ideas series.||1 online resource||320|ebook - ebook|06/02/2022|2022-06-02|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780241596708?s=MD|http://books.google.com/books/content?id=-6hhEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780062968661|9780062968661.0|Letters To My Palestinian Neighbor|Letters to my palestinian neighbor. Yossi Klein Halevi.|Letters to My Palestinian Neighbor|Halevi, Yossi Klein|Halevi, Yossi Klein.|Yossi Klein Halevi|Klein Halevi, Yossi, 1953- Relations with Muslims., Klein Halevi, Yossi, 1953-, Nonfiction., Relations with Muslims., Jewish-Arab relations., Arab-Israeli conflict Peace., Jewish-Arab relations., Arab-Israeli conflict 1993- Peace., Biography & Autobiography., History., Politics., Electronic books., Personal correspondence., Biographies., Biographies., Personal correspondence.|History|New York Times   bestseller     Now with a new Epilogue, containing letters of response from Palestinian readers.    A profound and original book, the work of a gifted thinker.-Daphne Merkin, The Wall Street Journal   Attempting to break the agonizing impasse between Israelis and Palestinians, the Israeli commentator and award-winning author of Like Dreamers directly addresses his Palestinian neighbors in this taut and provocative book, empathizing with Palestinian suffering and longing for reconciliation as he explores how the conflict looks through Israeli eyes.  I call you neighbor because I don't know your name, or anything personal about you. Given our circumstances, neighbor might be too casual a word to describe our relationship. We are intruders into each other's dream, violators of each other's sense of home. We are incarnations of each other's worst historical nightmares. Neighbors?  Letters to My Palestinian Neighbor is one Israeli's powerful attempt to reach beyond the wall that separates Israelis and Palestinians and into the hearts of the enemy. In a series of letters, Yossi Klein Halevi explains what motivated him to leave his native New York in his twenties and move to Israel to participate in the drama of the renewal of a Jewish homeland, which he is committed to see succeed as a morally responsible, democratic state in the Middle East.  This is the first attempt by an Israeli author to directly address his Palestinian neighbors and describe how the conflict appears through Israeli eyes. Halevi untangles the ideological and emotional knot that has defined the conflict for nearly a century. In lyrical, evocative language, he unravels the complex strands of faith, pride, anger and anguish he feels as a Jew living in Israel, using history and personal experience as his guide.  Halevi's letters speak not only to his Palestinian neighbor, but to all concerned global citizens, helping us understand the painful choices confronting Israelis and Palestinians that will ultimately help determine the fate of the region.||1 online resource||956.94054|ebook - ebook|06/18/2019|2019-06-18|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780062968661?s=MD|http://books.google.com/books/content?id=7z2aDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781788686341|9781788686341.0|Lonely Planet Spanish Phrasebook & Dictionary With Audio|Lonely planet spanish phrasebook & dictionary. Lonely Planet.|Lonely Planet Spanish Phrasebook & Dictionary|Lopez, Marta|Planet, Lonely.|Lonely Planet|Nonfiction., English language, Spanish language, Foreign Language Study., Language Arts., Travel., Electronic books.|Foreign Language Study|Lonely Planet Spanish Phrasebook & Dictionary is your handy passport to culturally enriching travels with the most relevant and useful Spanish phrases and vocabulary for all your travel needs. Enjoy the thrilling conversation with a local over sangria, ask about a tucked-away a tablao flamenco or eat your way through a tapas menu; all with your trusted travel companion. With language tools in your back pocket, you can truly get to the heart of wherever you go, so begin your journey now!Get More From Your Trip with Easy-to-Find Phrases for Every Travel Situation! Feel at ease with essential tips on culture, manners, idioms and multiple meanings Order with confidence, explain food allergies, and try new foods with the menu decoder Save time and hassles with vital phrases at your fingertips Never get stuck for words with the 3500-word two-way, quick-reference dictionary Be prepared for both common and emergency travel situations with practical phrases and terminology Meet friends with conversation starter phrases Get your message across with easy-to-use pronunciation guides Inside Lonely Planet Spanish Phrasebook & Dictionary: Full-colour throughout User-friendly layout organised by travel scenario categories Survival phrases inside front cover for at-a-glance on-the-fly cuesCovers Basics - time, dates, numbers, amounts, pronunciation, reading tips, grammar rules Practical - travel with kids, disabled travellers, sightseeing, business, banking, post office, internet, phones, repairs, bargaining, accommodation, directions, border crossing, transport Social - meeting people, interests, feelings, opinions, going out, romance, culture, activities, weather Safe Travel - emergencies, police, doctor, chemist, dentist, symptoms, conditions Food - ordering, at the market, at the bar, dishes, ingredients The Perfect Choice:Lonely Planet Spanish Phrasebook & Dictionary, a pocket-sized comprehensive language guide, provides on-the-go language assistance; great for language students and travellers looking to interact with locals and immerse themselves in local culture. About Lonely Planet: Since 1973, Lonely Planet has become the world's leading travel media company with guidebooks to every destination, an award-winning website, mobile and digital travel products, and a dedicated traveller community. Lonely Planet covers must-see spots but also enables curious travellers to get off beaten paths to understand more of the culture of the places in which they find themselves.||1 online resource||468.3421|ebook - ebook|09/01/2018|2018-09-01|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781788686341?s=MD|http://books.google.com/books/content?id=NH9uDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780008340575|9780008340575.0|Mbs: The Rise To Power Of Mohammed Bin Salman|Mbs : The rise to power of mohammed bin salman. Ben Hubbard.|MBS: The Rise to Power of Mohammed Bin Salman|Hubbard, Ben|Hubbard, Ben.|Ben Hubbard|Nonfiction., Biography & Autobiography., Electronic books.|Biography & Autobiography|The gripping, untold story of how Saudi Arabia's secretive and mercurial new ruler rose to power. Even in his youth as a prince among thousands of princes, Mohammed bin Salman nurtured sweeping ambitions. He wanted power - enough of it to reshape his hyper-conservative, insular Islamic kingdom. When his elderly father took the throne in 2015, MBS got his chance. As the hands-on-ruler, he made seismic changes, working doggedly to overhaul the kingdom's economy, loosen its strict Islamic social codes and confront nearby enemies, especially Iran. His vision initially won fans at home and abroad as he convinced other nations that the moment had come to bet big on Saudi Arabia. Over time, however, the sheen of the visionary young reformer has tarnished, leaving many wondering whether MBS is actually an aspiring dictator whose lack of experience and rash decisions are destabilizing the world's most volatile region. Based on years of reporting and hundreds of covert interviews, MBS provides new insights into Saudi Arabia's catastrophic military intervention in Yemen, the bizarre detention of the Lebanese prime minister, the surprise arrest of hundreds of princes and businessmen, and the greatest scandal of the young prince's rise: the brutal murder of Saudi journalist Jamal Khashoggi by Saudi state officials with links to MBS - a crime that shocked the world. A riveting portrait of a determined autocrat on the rise, MBS asks how one man's actions and obsessions are shaking the Middle East.||1 online resource||953.805092|ebook - ebook|03/10/2020|2020-03-10|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780008340575?s=MD|http://books.google.com/books/content?id=CHzLDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781443433075|9781443433075.0|Meditations On The First Philosophy|Meditations on the first philosophy. Rene Descartes.|Meditations On The First Philosophy|Descartes, Rene|Descartes, Rene.|Rene Descartes|Nonfiction., Philosophy, Knowledge, Theory of, God Proof, Ontological, First philosophy, Methodology, Philosophy., Electronic books.|Philosophy|In Meditations on First Philosophy, French philosopher René Descartes, now regarded as the father of Western philosophy, introduces the concept of the dichotomy--the separation of mind and body--by determining, I think, therefore I am.HarperTorch brings great works of non-fiction and the dramatic arts to life in digital format, upholding the highest standards in ebook production and celebrating reading in all its forms. Look for more titles in the HarperTorch collection to build your digital library.||1 online resource||194|ebook - ebook|10/22/2013|2013-10-22|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781443433075?s=MD|http://books.google.com/books/content?id=9an3AAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
