Title ISBN|ISBN|Title|[N] Title|[G] Title|Author|[N] Author|[G] Author|[N] Subjects|[G] Subjects|[N] Abstract|[N] Notes|[N] Physical Description|[G] Page Count|Item DDC Code|Item Media|Title Publication Date|[G] Published Date|[N] Cover URL|[G] Cover URL
9781641714648|9781641714648.0|Rick Steves Germany|Rick steves germany. Rick Steves.||Steves, Rick|Steves, Rick.||Nonfiction., Travel., Germany, Germany., Germany Description and travel., Germany Guidebooks., Travel, Electronic books., Guidebooks., Guidebooks.||Now more than ever, you can count on Rick Steves to tell you what you  really  need to know when traveling through Germany.   From fairy-tale castles and alpine forests to quaint villages and modern cities: experience it all with Rick Steves! Inside  Rick Steves Germany  you'll find:   Fully updated, comprehensive coverage  for planning a  multi-week trip  through Germany    Rick's strategic advice  on how to get the most out of your time and money, with rankings of his must-see favorites    Top sights and hidden gems,  from the towering Zugspitze and jagged Alps to rustic villages and delicious strudel    How to connect with local culture:  Stroll through a  Cristkindlemarkt  around Christmas, chat with fans about the latest  fussball  match, or kick back in a  biergarten    Beat the crowds, skip the lines, and avoid tourist traps  with Rick's candid, humorous insight    The best places to eat, sleep, and relax  with a  Berliner Weisse  in hand    Self-guided walking tours  of lively neighborhoods and incredible museums    Vital trip-planning tools,  like how to link destinations, build your itinerary, and get from place to place    Detailed maps,  including a  fold-out map  for exploring on the go    Over 1,000 bible-thin pages  include everything worth seeing without weighing you down    Coverage  of Munich, Bavaria, Tirol, Salzburg, Berchtesgaden, Baden-Baden, the Black Forest, Rothenburg, Würzburg, Frankfurt, Rhine Valley, Mosel Valley, Trier, Cologne, Nürnburg, Lutherland, Leipzig, Dresden, Berlin, Hamburg, and more   Make the most of every day and every dollar with  Rick Steves Germany .   Planning a one- to two-week trip? Check out  Rick Steves Best of Germany .||1 online resource||914.304883|ebook - ebook|12/20/2022||https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781641714648?s=MD|
9780063057432|9780063057432.0|Beijing Rules: How China Weaponized Its Economy To Confront The World|Beijing rules : how China weaponized its economy to confront the world / Bethany Allen.|Beijing Rules|Allen, Bethany|Allen, Bethany|Bethany Allen|Nonfiction., History., Politics., Geopolitics., Capitalism., Capitalism Political aspects., China Economic policy 1949-, China Foreign economic relations., China Foreign relations., Electronic books.|Political Science|An acclaimed journalist on contemporary China lays bare the country's two-decade quest for global dominance and how the Chinese Communist Party coopted what Western leaders have long considered their most powerful tool in the fight for liberal democracy—capitalism—to expand its illiberal influence worldwide.   Bethany Allen, the award-winning China reporter for Axios, shows that by tying profits to political acquiescence the Chinese Communist Party is forcing companies and governments around the world to accept its rules. The coronavirus pandemic marked the first time that the Party deployed its tool kit of economic coercion on an issue directly related to the health and well-being of quite literally every person in the world. But Western democracies aren't helpless victims in Beijing's game. The West created the conditions for the rise of authoritarian capitalism by divorcing political values from market structures.  Written by one of the first American journalists to expose China's covert influence operations in the United States, Beijing Rules includes headline-making stories of Western institutions bowing to Beijing's pressure—a glimpse of what America's future may look like should liberal democracy come firmly under the thumb of authoritarian capitalism. Grounded in deep investigative reporting, it sounds the alarm about what we must do to prevent the loss of freedoms we now take for granted.||1 online resource||337.510|ebook - ebook|08/01/2023|2023-08-01|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780063057432?s=MD|http://books.google.com/books/content?id=wKBzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780470882375|9780470882375.0|Chess Openings For Dummies|Chess openings for dummies. James Eade.||Eade, James|Eade, James.||Nonfiction., Electronic books., Games.||Improve your chess game the fast and easy wayYou never get a second chance to make a first impression?especially in the game of chess! Chess Openings For Dummies gives you tips and techniques for analyzing openings and strategies for winning chess games from the very first move you make!This friendly, helpful guide provides you with easy-to-follow and step-by-step instructions on the top opening chess strategies and gives you the tools you need to develop your own line of attack from the very start.Includes illustrations to help ensure victoryEquips you with the tools and strategies to plan a winning strategyAlso serves as a valuable resource for curriculums that use chess as a learning toolWhether you?re a veteran or novice chess player, Chess Openings For Dummies is the ultimate guide to getting a grip on the openings and...The EPUB format of this title may not be compatible for use on all handheld devices.||||794.122|ebook - ebook|06/29/2010||https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780470882375?s=MD|
9780008159276|9780008159276.0|Say Nothing: A True Story Of Murder And Memory In Northern Ireland|Say nothing : A true story of murder and memory in northern ireland. Patrick Radden Keefe.|Say Nothing: A True Story Of Murder and Memory In Northern Ireland|Keefe, Patrick Radden|Keefe, Patrick Radden.|Patrick Radden Keefe|Nonfiction., Military., Electronic books.|True Crime|WINNER OF THE ORWELL PRIZE FOR POLITICAL WRITING 2019 SHORTLISTED FOR THE NATIONAL BOOK AWARD FOR NONFICTION 2019 TIME's #1 Best Nonfiction Book of 2019 A NEW YORK TIMES BESTSELLER 'A must read' Gillian Flynn One night in December 1972, Jean McConville, a mother of ten, was abducted from her home in Belfast and never seen alive again. Her disappearance would haunt her orphaned children, the perpetrators of this terrible crime and a whole society in Northern Ireland for decades. In this powerful, scrupulously reported book, Patrick Radden Keefe offers not just a forensic account of a brutal crime but a vivid portrait of the world in which it happened. The tragedy of an entire country is captured in the spellbinding narrative of a handful of characters, presented in lyrical and unforgettable detail. A poem by Seamus Heaney inspires the title: 'Whatever You Say, Say Nothing'. By defying the culture of silence, Keefe illuminates how a close-knit society fractured; how people chose sides in a conflict and turned to violence; and how, when the shooting stopped, some ex-combatants came to look back in horror at the atrocities they had committed, while others continue to advocate violence even today. Say Nothing deftly weaves the stories of Jean McConville and her family with those of Dolours Price, the first woman to join the IRA as a front-line soldier, who bombed the Old Bailey when barely out of her teens; Gerry Adams, who helped bring an end to the fighting, but denied his own IRA past; Brendan Hughes, a fearsome IRA commander who turned on Adams after the peace process and broke the IRA's code of silence; and other indelible figures. By capturing the intrigue, the drama and the profound human cost of the Troubles, the book presents a searing chronicle of the lengths that people are willing to go to in pursuit of a political ideal, and the ways in which societies mend - or don't - in the aftermath of a long and bloody conflict.||1 online resource||Missing Value|ebook - ebook|11/01/2018|2018-11-01|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780008159276?s=MD|http://books.google.com/books/content?id=aNNNDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780374721107|9780374721107.0|The Dawn Of Everything: A New History Of Humanity|The dawn of everything : a new history of humanity / David Graeber and David Wengrow.|The Dawn of Everything|Graeber, David|Graeber, David|David Graeber, David Wengrow|Nonfiction., World history., Social history., Civilization Philosophy., History., Science., Sociology., Electronic books., Wengrow, D., author.|Social Science|A trailblazing account of human history, challenging our most fundamental assumptions about social evolution-from the development of agriculture and cities to the emergence of the state, political violence, and social inequality-and revealing new possibilities for human emancipation.  For generations, our remote ancestors have been cast as primitive and childlike-either free and equal innocents, or thuggish and warlike. Civilization, we are told, could be achieved only by sacrificing those original freedoms or, alternatively, by taming our baser instincts. David Graeber and David Wengrow show how such theories first emerged in the eighteenth century as a conservative reaction to powerful critiques of European society posed by Indigenous observers and intellectuals. Revisiting this encounter has startling implications for how we make sense of human history today, including the origins of farming, property, cities, democracy, slavery, and civilization itself. Drawing on pathbreaking research in archaeology and anthropology, the authors show how history becomes a far more interesting place once we learn to throw off our conceptual shackles and perceive what's really there. If humans did not spend 95 percent of their evolutionary past in tiny bands of hunter-gatherers, what were they doing all that time? If agriculture, and cities, did not mean a plunge into hierarchy and domination, then what kinds of social and economic organization did they lead to? The answers are often unexpected, and suggest that the course of human history may be less set in stone, and more full of playful, hopeful possibilities, than we tend to assume.  The Dawn of Everything  fundamentally transforms our understanding of the human past and offers a path toward imagining new forms of freedom, new ways of organizing society. This is a monumental book of formidable intellectual range, animated by curiosity, moral vision, and a faith in the power of direct action.  Includes Black-and-White Illustrations||1 online resource||901|ebook - ebook|11/09/2021|2021-11-09|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780374721107?s=MD|http://books.google.com/books/content?id=9xkQEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781743605264|9781743605264.0|Beijing Travel Guide|Beijing : Lonely Planet||Planet, Lonely|||Nonfiction., Travel., China Guidebooks., Electronic books.||Lonely Planet: The world's leading travel guide publisherLonely Planet Beijing is your passport to the most relevant, up-to-date advice on what to see and skip, and what hidden discoveries await you. Wander the enchanting hutongs, gaze in awe on the Forbidden City, or hike the Great Wall of China, all with your trusted travel companion. Get to the heart of Beijing and begin your journey now!Inside Lonely Planet's Beijing Travel Guide:Full-colour maps and images throughoutHighlights and itineraries help you tailor your trip to your personal needs and interestsInsider tips to save time and money and get around like a local, avoiding crowds and trouble spotsEssential info at your fingertips - hours of operation, phone numbers, websites, transit tips, pricesHonest reviews for all budgets - eating, sleeping, sight-seeing, going out, shopping, hidden gems that most guidebooks missCultural insights give you a richer, more rewarding travel experience...||1 online resource||915.115604|ebook - ebook|05/03/2015||https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781743605264?s=MD|
9780300274912|9780300274912.0|The Rise And Fall Of The East: How Exams, Autocracy, Stability, And Technology Brought China Success, And Why They Might Lead To Its Decline|The rise and fall of the east How exams, autocracy, stability, and technology brought china success, and why they might lead to its decline. Yasheng Huang.|The Rise and Fall of the EAST|Huang, Yasheng|Huang, Yasheng.|Yasheng Huang|Nonfiction., History., Politics., Electronic books.|Political Science|The long history of Chinaâ��s relationship between stability, diversity, and prosperity, and how its current leadership threatens this delicate balance     Chinese society has been shaped by the interplay of the EASTâ��exams, autocracy, stability, and technologyâ��from ancient times through the present. Beginning with the Sui dynastyâ��s introduction of the civil service exam, known as  Keju , in 587 CEâ��and continuing through the personnel management system used by the Chinese Communist Party (CCP)â��Chinese autocracies have developed exceptional tools for homogenizing ideas, norms, and practices. But this uniformity came with a huge downside: stifled creativity.    Yasheng Huang shows how China transitioned from dynamism to extreme stagnation after the  Keju  was instituted. Chinaâ��s most prosperous periods, such as during the Tang dynasty (618â��907) and under the reformist CCP, occurred when its emphasis on scale (the size of bureaucracy) was balanced with scope (diversity of ideas).    Considering Chinaâ��s remarkable success over the past half-century, Huang sees signs of danger in the political and economic reversals under Xi Jinping. The CCP has again vaulted conformity above new ideas, reverting to the  Keju  model that eventually led to technological decline. It is a lesson from Chinaâ��s own history, Huang argues, that Chinese leaders would be wise to take seriously.||1 online resource||Missing Value|ebook - ebook|08/29/2023|2023-08-29|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780300274912?s=MD|http://books.google.com/books/content?id=2dDPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781628874754|9781628874754.0|Frommer'S Italy 2020|Frommer's italy 2020. Stephen Brewer.||Brewer Stephen|Brewer, Stephen.||Nonfiction., Travel., Electronic books.||From the most trusted name in travel,  Frommer's Italy 2020  is a comprehensive, completely up-to-date guide to one of Europe's most storied vacation destinations. With helpful advice and honest recommendations from Frommer's expert authors, you'll walk among the ancient ruins of Pompeii, float along the canals of Venice, appreciate Renaissance masterworks in Florence, explore off-the-beaten-path Puglia and live  la dolce vita  in Rome-as well as discover timeless wonders such as the vineyards of Tuscany and cliff-top towns perched along the Amalfi Coast.     Inside the guide:     Full-color photos and helpful maps , including a detachable foldout map    Detailed itineraries  for planning your trip to suit your schedule and interests (and help you avoid lines and crowds)    Compelling cultural information  so that you'll better understand the history, cuisine, and traditions of Italy     Candid reviews  of the best restaurants, historic sights, museums, tours, shops, and experiences-and no-punches-pulled info on the ones not worth your time and money    Accurate, up-to-date info  on transportation, useful websites, telephone numbers, and more     Budget-planning help  with the lowdown on prices and ways to save money, whether you're traveling on a shoestring or in the lap of luxury    About Frommer's:  There's a reason that Frommer's has been the most trusted name in travel for more than sixty years. Arthur Frommer created the best-selling guide series in 1957 to help American servicemen fulfill their dreams of travel in Europe, and since then, we have published thousands of titles became a household name helping millions upon millions of people realize their own dreams of seeing our planet. Travel is easy with Frommer's .||1 online resource||Missing Value|ebook - ebook|10/29/2019||https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781628874754?s=MD|
9780241613948|9780241613948.0|Hong Kong|Hong kong. DK Eyewitness.||DK Travel|Eyewitness, DK.||Nonfiction., Travel., Electronic books.||Hong Kong has it all: futuristic buildings home to glitzy shops and restaurants, traditional villages full of beautiful temples and gorgeous beaches lined with pristine coastline.  Make the most of your trip to this captivating region with DK Eyewitness Top 10. Planning is a breeze with our simple lists of ten, covering the very best that Hong Kong has to offer and ensuring that you don't miss a thing. Best of all, the pocket-friendly format is light and easily portable; the perfect companion while out and about. Our updated 2022 travel guide brings Hong Kong to life.  DK Eyewitness Top 10 Hong Kong  is your ticket to the trip of a lifetime.   Inside DK Eyewitness Hong Kong you will find:    - Up-to-date information  with insider tips and advice for staying safe  - Top 10 lists of Hong Kong's must-sees,  including Temple Street Night Market, Tai Long Wan Coastline, The Peak and Cheung Chau Island  - Hong Kong's most interesting areas,  with the best places for sightseeing, food and drink, and shopping  - Themed lists,  including the best walking routes and promenades, modern buildings, areas of natural beauty and much more  - Easy-to-follow itineraries,  perfect for a day trip, a weekend, or a week  - A laminated pull-out map of Hong Kong,  plus eleven full-colour area maps  About DK Eyewitness:   At DK Eyewitness, we believe in the power of discovery. We make it easy for you to explore your dream destinations. DK Eyewitness travel guides have been helping travellers to make the most of their breaks since 1993. Filled with expert advice, striking photography and detailed illustrations, our highly visual DK Eyewitness guides will get you closer to your next adventure. We publish guides to more than 200 destinations, from pocket-sized city guides to comprehensive country guides. Named Top Guidebook Series at the 2020 Wanderlust Reader Travel Awards, we know that wherever you go next, your DK Eyewitness travel guides are the perfect companion.||1 online resource||Missing Value|ebook - ebook|11/03/2022||https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780241613948?s=MD|
9781526607430|9781526607430.0|The New Silk Roads: The Present And Future Of The World|The new silk roads : The Present and Future of the World. Peter Frankopan.|The New Silk Roads|Frankopan, Peter|Frankopan, Peter.|Peter Frankopan|Nonfiction., History., Electronic books.|History|'All roads used to lead to Rome. Today, they lead to Beijing.'When The Silk Roads was published in 2015, it became an instant classic. A major reassessment of world history, it compelled us to look at the past from a different perspective. The New Silk Roads brings this story up to date, addressing the present and future of a world that is changing dramatically.   Following the Silk Roads eastwards, from Europe through to China, by way of Russia and the Middle East, The New Silk Roads provides a timely reminder that we live in a world that is profoundly interconnected. In an age of Brexit and Trump, the themes of isolation and fragmentation permeating the Western world stand in sharp contrast to events along the Silk Roads since 2015, where ties have been strengthened and mutual cooperation established. With brilliant insight, Peter Frankopan takes a fresh look at the network of relationships being formed along the length and breadth of the Silk Roads today, assessing the global reverberations of these continual shifts in the centre of power - all too often absent from headlines in the West.   This important - and ultimately hopeful - book asks us to re-read who we are and where we are in the world, illuminating the themes on which all our lives and livelihood depend.|Title from eBook information screen..|1 online resource||Missing Value|ebook - ebook|11/15/2018|2018-11-15|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781526607430?s=MD|http://books.google.com/books/content?id=PbBqDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780141912004|9780141912004.0|The Prince|The prince. Niccolo Machiavelli.|The Prince|Machiavelli, Niccolo|Machiavelli, Niccolò|Niccolo Machiavelli|Nonfiction., Philosophy., Sociology., Electronic books.|Philosophy|Throughout history, some books have changed the world. They have transformed the way we see ourselves - and each other. They have inspired debate, dissent, war and revolution. They have enlightened, outraged, provoked and comforted. They have enriched lives - and destroyed them. Now Penguin brings you the works of the great thinkers, pioneers, radicals and visionaries whose ideas shook civilization, and helped make us who we are., Text Difficulty 11 - Text Difficulty 12, 1350 Lexile.||1 online resource||320.1|ebook - ebook|09/02/2004|2004-09-02|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780141912004?s=MD|http://books.google.com/books/content?id=KNh42rwU4qIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780735222007|9780735222007.0|The Meritocracy Trap: How America'S Foundational Myth Feeds Inequality, Dismantles The Middle Class, And Devours The Elite|The meritocracy trap : how America's foundational myth feeds inequality, dismantles the middle class, and devours the elite / Daniel Markovits.|The Meritocracy Trap|Markovits, Daniel|Markovits, Daniel|Daniel Markovits|Nonfiction., Middle class., Intellectuals., Equality., American Dream., Equality United States., Social mobility United States., Social classes United States., Middle class United States., Education., Politics., Sociology., United States Social conditions 1980-, United States., Electronic books.|Social Science|A revolutionary new argument from eminent Yale Law professor Daniel Markovits attacking the false promise of meritocracy    It is an axiom of American life that advantage should be earned through ability and effort. Even as the country divides itself at every turn, the meritocratic ideal - that social and economic rewards should follow achievement rather than breeding - reigns supreme. Both Democrats and Republicans insistently repeat meritocratic notions. Meritocracy cuts to the heart of who we are. It sustains the American dream.    But what if, both up and down the social ladder, meritocracy is a sham? Today, meritocracy has become exactly what it was conceived to resist: a mechanism for the concentration and dynastic transmission of wealth and privilege across generations. Upward mobility has become a fantasy, and the embattled middle classes are now more likely to sink into the working poor than to rise into the professional elite. At the same time, meritocracy now ensnares even those who manage to claw their way to the top, requiring rich adults to work with crushing intensity, exploiting their expensive educations in order to extract a return. All this is not the result of deviations or retreats from meritocracy but rather stems directly from meritocracy's successes.    This is the radical argument that Daniel Markovits prosecutes with rare force. Markovits is well placed to expose the sham of meritocracy. Having spent his life at elite universities, he knows from the inside the corrosive system we are trapped within. Markovits also knows that, if we understand that meritocratic inequality produces near-universal harm, we can cure it. When  The Meritocracy Trap  reveals the inner workings of the meritocratic machine, it also illuminates the first steps outward, towards a new world that might once again afford dignity and prosperity to the American people.||1 online resource||305.550973|ebook - ebook|09/10/2019|2019-09-10|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9780735222007?s=MD|http://books.google.com/books/content?id=sYuDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781837582488|9781837582488.0|Travel Guide Taiwan|Lonely Planet Taiwan|Lonely Planet Taiwan|Chen, Piera||Lonely Planet|Taiwan Guidebooks., Electronic books.||Lonely Planet's    Taiwan   is our most comprehensive guide that extensively covers all the country has to offer, with recommendations for both popular and lesser-known experiences. Cycle the East Coast, explore temple treasures and hike Taroko Gorge; all with your trusted travel companion.   Inside  Lonely Planet's Taiwan  Travel Guide:        Lonely Planet's Top Picks  - a visually inspiring collection of the destination's best experiences and where to have them    Itineraries  help you build the ultimate trip based on your personal needs and interests  Local insights  give you a richer, more rewarding travel experience - whether it's history, people, music, landscapes, wildlife, politics    Eating and drinking    -   get the most out of your gastronomic experience as we reveal the regional dishes and drinks you have to try    Toolkit  - all of the planning tools for solo travellers, LGBTQIA+ travellers, family travellers and accessible travel    Colour maps  and images throughout  Language  - essential phrases and language tips    Insider tips  to save time and money and get around like a local, avoiding crowds and trouble spots    Covers  Taipei, Northern Taiwan, Taroko National Park, the East Coast, Yushan National Park, Western Taiwan, Southern Taiwan, Taiwan's Islands, and more    eBook Features:  (Best viewed on tablet devices and smartphones)    Downloadable PDF and offline maps  prevent roaming and data charges    Effortlessly navigate  and jump between maps and reviews    Add notes  to personalise your guidebook experience    Seamlessly flip  between pages    Bookmarks   and speedy search  capabilities get you to key pages in a flash    Embedded links  to recommendations' websites    Zoom-in  maps and images    Built-in dictionary  for quick referencing    About Lonely Planet:    Lonely Planet, a Red Ventures Company, is the world's number one travel guidebook brand. Providing both inspiring and trustworthy information for every kind of traveller since 1973, Lonely Planet reaches hundreds of millions of travellers each year online and in print and helps them unlock amazing experiences. Visit us at lonelyplanet.com and join our community of followers on Facebook (facebook.com/lonelyplanet), Twitter (@lonelyplanet), Instagram (instagram.com/lonelyplanet), and TikTok (@lonelyplanet).    'Lonely Planet. It's on everyone's bookshelves; it's in every traveller's hands. It's on mobile phones. It's on the Internet. It's everywhere, and it's telling entire generations of people how to travel the world.' Fairfax Media (Australia)|Title from eBook information screen..|1 online resource||Missing Value|ebook - ebook|12/01/2023||https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781837582488?s=MD|http://books.google.com/books/content?id=CSPnEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781837582907|9781837582907.0|Where To Go When|Lonely Planet's where to go when : the ultimate trip planner for every month of the year / written by Sarah Baxter & Paul Bloomfield.||Planet, Lonely|Baxter, Sarah||Travel Guidebooks., Guidebooks., Electronic books., Bloomfield, Paul (Freelance author), author.||The ultimate trip planner for every month of the year. Where should you go next? Whenever and wherever you want to travel, this book has you covered. Featuring hundreds of destinations and the best time of year to experience them, it will help you plan a lifetime of perfect getaways. Includes infographics, expert advice and gorgeous photography throughout.|Title from eBook information screen..|1 online resource||Missing Value|ebook - ebook|09/01/2023||https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781837582907?s=MD|
9781837582549|9781837582549.0|Travel Guide New Zealand|New Zealand (Aotearoa).||de Bruyn, Roxanne|||New Zealand Guidebooks., Electronic books.||onely Planet's    New Zealand   is our most comprehensive guide that extensively covers all the country has to offer, with recommendations for both popular and lesser-known experiences. Hit the slopes in Queenstown, experience Maori culture, and explore the Bay of Islands; all with your trusted travel companion.   Inside  Lonely Planet's New Zealand  Travel Guide:        Lonely Planet's Top Picks  - a visually inspiring collection of the destination's best experiences and where to have them    Itineraries  help you build the ultimate trip based on your personal needs and interests  Local insights  give you a richer, more rewarding travel experience - whether it's history, people, music, landscapes, wildlife, politics    Eating and drinking    -   get the most out of your gastronomic experience as we reveal the regional dishes and drinks you have to try    Toolkit  - all of the planning tools for solo travellers, LGBTQIA+ travellers, family travellers and accessible travel    Colour maps  and images throughout  Language  - essential phrases and language tips    Insider tips  to save time and money and get around like a local, avoiding crowds and trouble spots    Covers  Auckland, Bay of Islands and Northland, Waikato and the Coromandel Peninsula, Taranaki and Whanganui, Taupo and the Ruapehu Region, Rotorua and the Bay of Plenty, the East Coast, Wellingtion Region, Christchurch and Canterbury, Dunedin and Otago, Fiordland and Southland, Queenstown and Wanaka, the West Coast, Nelson and Marlborough and more    eBook Features:  (Best viewed on tablet devices and smartphones)    Downloadable PDF and offline maps  prevent roaming and data charges    Effortlessly navigate  and jump between maps and reviews    Add notes  to personalise your guidebook experience    Seamlessly flip  between pages    Bookmarks   and speedy search  capabilities get you to key pages in a flash    Embedded links  to recommendations' websites    Zoom-in  maps and images    Inbuilt dictionary  for quick referencing    About Lonely Planet:    Lonely Planet, a Red Ventures Company, is the world's number one travel guidebook brand. Providing both inspiring and trustworthy information for every kind of traveller since 1973, Lonely Planet reaches hundreds of millions of travellers each year online and in print and helps them unlock amazing experiences. Visit us at lonelyplanet.com and join our community of followers on Facebook (facebook.com/lonelyplanet), Twitter (@lonelyplanet), Instagram (instagram.com/lonelyplanet), and TikTok (@lonelyplanet).    'Lonely Planet. It's on everyone's bookshelves; it's in every traveller's hands. It's on mobile phones. It's on the Internet. It's everywhere, and it's telling entire generations of people how to travel the world.' Fairfax Media (Australia)|Title from eBook information screen..|1 online resource||Missing Value|ebook - ebook|01/01/2024||https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781837582549?s=MD|
9781838696566|9781838696566.0|Lonely Planet Korea|Lonely planet korea Damian Harper.||Harper, Damian|Harper, Damian.||Nonfiction., Travel., Electronic books.||Lonely Planet's    Korea   is your passport to the most relevant, up-to-date advice on what to see and skip, and what hidden discoveries await you. Explore the dramatic landscape of Jeju-do, feast on bibimbap in Jeonju, and wander the streets of Bukchon; all with your trusted travel companion. Get to the heart of Korea and begin your journey now!       Inside  Lonely Planet's    Korea   Travel Guide:   Up-to-date information -  all businesses were rechecked before publication to ensure they are still open after 2020's COVID-19 outbreak    NEW top experiences feature  - a visually inspiring collection of Korea's best experiences and where to have them     What's NEW feature  taps into cultural trends and helps you find fresh ideas and cool new areas     NEW pull-out, passport-size 'Just Landed' card  with wi-fi, ATM and transport info - all you need for a smooth journey from airport to hotel    NEW Accommodation feature  gathers all the information you need to plan your accommodation    Improved planning tools for family travellers  - where to go, how to save money, plus fun stuff just for kids    Colour  maps and images throughout    Highlights   and itineraries  help you tailor your trip to your personal needs and interests    Insider tips  to save time and money and get around like a local, avoiding crowds and trouble spots    Essential info   at your fingertips  - hours of operation, websites, transit tips, prices    Honest reviews for all budgets  - eating, sleeping, sightseeing, going out, shopping, hidden gems that most guidebooks miss    Cultural insights  give you a richer, more rewarding travel experience - history, people, music, landscapes, wildlife, cuisine, politics    Over 95 maps      Covers  Seoul, Incheon, Jeju-do, Gyeonggi-do, Gangwon-do, Cheongju, Gyeongsangbuk-do, Sokcho, Samcheok, Chungju, Daejeon, Gongju, Daegu, North Korea, Pyongyang, Panmunjom, the DMZ, and more        The Perfect Choice:   Lonely Planet's    Korea   ,  our most comprehensive guide to Korea, is perfect for both exploring top sights and taking roads less travelled.        Looking for just the highlights? Check out   Pocket Seoul   ,  a handy-sized guide focused on the can't-miss sights for a quick trip.        About Lonely Planet:  Lonely Planet is a leading travel media company, providing both inspiring and trustworthy information for every kind of traveller since 1973. Over the past four decades, we've printed over 145 million guidebooks and phrasebooks for 120 languages, and grown a dedicated, passionate global community of travellers. You'll also find our content online, and in mobile apps, videos, 14 languages, armchair and lifestyle books, ebooks, and more, enabling you to explore every day.         'Lonely Planet guides are, quite simply, like no other.' – New York Times         'Lonely Planet. It's on everyone's bookshelves; it's in every traveller's hands. It's on mobile phones. It's on the Internet. It's everywhere, and it's telling entire generations of people how to travel the world.' – Fairfax Media (Australia)|Title from eBook information screen..|1 online resource||Missing Value|ebook - ebook|07/01/2022||https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781838696566?s=MD|
9781627798549|9781627798549.0|The Hundred Years' War On Palestine: A History Of Settler Colonialism And Resistance, 1917–2017|The hundred years' war on palestine : A history of settler colonialism and resistance, 1917-2017. Rashid Khalidi.|The Hundred Years' War on Palestine|Khalidi, Rashid|Khalidi, Rashid.|Rashid Khalidi|Nonfiction., Palestinian Arabs Politics and government., Arab-Israeli conflict., Arab-Israeli conflict., Palestinian Arabs Politics and government 21st century., Palestinian Arabs Politics and government 20th century., History., Politics., Palestine History 20th century., Middle East Palestine., Palestine History 21st century., Electronic books., Informational works., History.|History|||1 online resource||956.9405|ebook - ebook|01/28/2020|2020-01-28|https://eservice.nlb.gov.sg/bookcoverwrapper/cover/9781627798549?s=MD|http://books.google.com/books/content?id=xXlwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
